batch,gt_group,taxonomy,source_a_ids,source_b_ids,expected_behavior,injection_notes
3,GT-30018,CLEAN,pay_3A00018,led_3B00018,Stage 1 exact match on order_ref + amount + date window.,identical amount 31871.25; settlement lag 1d
3,GT-30019,CLEAN,pay_3A00019,led_3B00019,Stage 1 exact match on order_ref + amount + date window.,identical amount 9729.25; settlement lag 2d
3,GT-30020,CLEAN,pay_3A00020,led_3B00020,Stage 1 exact match on order_ref + amount + date window.,identical amount 9196.99; settlement lag 1d
3,GT-30021,CLEAN,pay_3A00021,led_3B00021,Stage 1 exact match on order_ref + amount + date window.,identical amount 27443.00; settlement lag 2d
3,GT-30022,CLEAN,pay_3A00022,led_3B00022,Stage 1 exact match on order_ref + amount + date window.,identical amount 418.00; settlement lag 1d
3,GT-30023,CLEAN,pay_3A00023,led_3B00023,Stage 1 exact match on order_ref + amount + date window.,identical amount 38715.50; settlement lag 1d
3,GT-30024,CLEAN,pay_3A00024,led_3B00024,Stage 1 exact match on order_ref + amount + date window.,identical amount 9988.25; settlement lag 1d
3,GT-30025,CLEAN,pay_3A00025,led_3B00025,Stage 1 exact match on order_ref + amount + date window.,identical amount 22036.50; settlement lag 2d
3,GT-30026,CLEAN,pay_3A00026,led_3B00026,Stage 1 exact match on order_ref + amount + date window.,identical amount 30091.00; settlement lag 0d
3,GT-30027,CLEAN,pay_3A00027,led_3B00027,Stage 1 exact match on order_ref + amount + date window.,identical amount 15900.50; settlement lag 0d
3,GT-30028,CLEAN,pay_3A00028,led_3B00028,Stage 1 exact match on order_ref + amount + date window.,identical amount 27170.00; settlement lag 1d
3,GT-30029,CLEAN,pay_3A00029,led_3B00029,Stage 1 exact match on order_ref + amount + date window.,identical amount 25234.25; settlement lag 0d
3,GT-30030,CLEAN,pay_3A00030,led_3B00030,Stage 1 exact match on order_ref + amount + date window.,identical amount 2676.00; settlement lag 2d
3,GT-30031,CLEAN,pay_3A00031,led_3B00031,Stage 1 exact match on order_ref + amount + date window.,identical amount 6827.99; settlement lag 1d
3,GT-30032,CLEAN,pay_3A00032,led_3B00032,Stage 1 exact match on order_ref + amount + date window.,identical amount 34718.25; settlement lag 0d
3,GT-30033,CLEAN,pay_3A00033,led_3B00033,Stage 1 exact match on order_ref + amount + date window.,identical amount 43161.00; settlement lag 1d
3,GT-30034,CLEAN,pay_3A00034,led_3B00034,Stage 1 exact match on order_ref + amount + date window.,identical amount 17618.00; settlement lag 1d
3,GT-30035,CLEAN,pay_3A00035,led_3B00035,Stage 1 exact match on order_ref + amount + date window.,identical amount 5513.99; settlement lag 2d
3,GT-30036,CLEAN,pay_3A00036,led_3B00036,Stage 1 exact match on order_ref + amount + date window.,identical amount 21002.75; settlement lag 1d
3,GT-30037,CLEAN,pay_3A00037,led_3B00037,Stage 1 exact match on order_ref + amount + date window.,identical amount 35706.00; settlement lag 0d
3,GT-30038,CLEAN,pay_3A00038,led_3B00038,Stage 1 exact match on order_ref + amount + date window.,identical amount 41613.75; settlement lag 0d
3,GT-30039,CLEAN,pay_3A00039,led_3B00039,Stage 1 exact match on order_ref + amount + date window.,identical amount 6173.25; settlement lag 0d
3,GT-30040,CLEAN,pay_3A00040,led_3B00040,Stage 1 exact match on order_ref + amount + date window.,identical amount 11152.75; settlement lag 0d
3,GT-30041,CLEAN,pay_3A00041,led_3B00041,Stage 1 exact match on order_ref + amount + date window.,identical amount 21508.99; settlement lag 1d
3,GT-30042,CLEAN,pay_3A00042,led_3B00042,Stage 1 exact match on order_ref + amount + date window.,identical amount 24815.25; settlement lag 0d
3,GT-30043,CLEAN,pay_3A00043,led_3B00043,Stage 1 exact match on order_ref + amount + date window.,identical amount 27254.50; settlement lag 0d
3,GT-30044,CLEAN,pay_3A00044,led_3B00044,Stage 1 exact match on order_ref + amount + date window.,identical amount 11723.00; settlement lag 1d
3,GT-30045,CLEAN,pay_3A00045,led_3B00045,Stage 1 exact match on order_ref + amount + date window.,identical amount 45019.00; settlement lag 2d
3,GT-30046,CLEAN,pay_3A00046,led_3B00046,Stage 1 exact match on order_ref + amount + date window.,identical amount 15466.25; settlement lag 1d
3,GT-30047,CLEAN,pay_3A00047,led_3B00047,Stage 1 exact match on order_ref + amount + date window.,identical amount 16983.75; settlement lag 1d
3,GT-30048,CLEAN,pay_3A00048,led_3B00048,Stage 1 exact match on order_ref + amount + date window.,identical amount 19100.75; settlement lag 0d
3,GT-30049,CLEAN,pay_3A00049,led_3B00049,Stage 1 exact match on order_ref + amount + date window.,identical amount 29199.00; settlement lag 1d
3,GT-30050,CLEAN,pay_3A00050,led_3B00050,Stage 1 exact match on order_ref + amount + date window.,identical amount 28057.75; settlement lag 1d
3,GT-30051,CLEAN,pay_3A00051,led_3B00051,Stage 1 exact match on order_ref + amount + date window.,identical amount 20049.00; settlement lag 1d
3,GT-30052,CLEAN,pay_3A00052,led_3B00052,Stage 1 exact match on order_ref + amount + date window.,identical amount 15795.25; settlement lag 1d
3,GT-30053,CLEAN,pay_3A00053,led_3B00053,Stage 1 exact match on order_ref + amount + date window.,identical amount 19640.75; settlement lag 0d
3,GT-30054,CLEAN,pay_3A00054,led_3B00054,Stage 1 exact match on order_ref + amount + date window.,identical amount 43387.25; settlement lag 0d
3,GT-30055,CLEAN,pay_3A00055,led_3B00055,Stage 1 exact match on order_ref + amount + date window.,identical amount 45194.99; settlement lag 0d
3,GT-30056,DUP,"pay_3A00056,pay_3A00057",led_3B00056,"One A row can match B; the second A row is a duplicate settlement and must be flagged DUP, not force-matched.",two identical settlements of 10735.75 for order_300056; ledger has a single row
3,GT-30057,DUP,"pay_3A00058,pay_3A00059",led_3B00057,"One A row can match B; the second A row is a duplicate settlement and must be flagged DUP, not force-matched.",two identical settlements of 5489.99 for order_300057; ledger has a single row
3,GT-30058,DUP,"pay_3A00060,pay_3A00061",led_3B00058,"One A row can match B; the second A row is a duplicate settlement and must be flagged DUP, not force-matched.",two identical settlements of 10746.99 for order_300058; ledger has a single row
3,GT-30059,DUP,"pay_3A00062,pay_3A00063",led_3B00059,"One A row can match B; the second A row is a duplicate settlement and must be flagged DUP, not force-matched.",two identical settlements of 11230.00 for order_300059; ledger has a single row
3,GT-30060,SPLIT,"pay_3A00064,pay_3A00065",led_3B00060,Sum-match the two A rows to the single B row; do not 1:1 match.,2592.70 + 3889.05 = 6481.75 on order_300060
3,GT-30061,SPLIT,"pay_3A00066,pay_3A00067",led_3B00061,Sum-match the two A rows to the single B row; do not 1:1 match.,1645.50 + 1645.50 = 3291.00 on order_300061
3,GT-30062,SPLIT,"pay_3A00068,pay_3A00069",led_3B00062,Sum-match the two A rows to the single B row; do not 1:1 match.,2010.78 + 1082.72 = 3093.50 on order_300062
3,GT-30063,FX_ROUND,pay_3A00070,led_3B00063,Fuzzy/tolerant match within paise band; log the amount delta.,A=2553.01 B=2553.00 delta=0.01 (paise-level)
3,GT-30064,FX_ROUND,pay_3A00071,led_3B00064,Fuzzy/tolerant match within paise band; log the amount delta.,A=7206.99 B=7207.00 delta=-0.01 (paise-level)
3,GT-30065,FX_ROUND,pay_3A00072,led_3B00065,Fuzzy/tolerant match within paise band; log the amount delta.,A=9237.02 B=9237.00 delta=0.02 (paise-level)
3,GT-30066,FX_ROUND,pay_3A00073,led_3B00066,Fuzzy/tolerant match within paise band; log the amount delta.,A=3094.97 B=3095.00 delta=-0.03 (paise-level)
3,GT-30067,FX_ROUND,pay_3A00074,led_3B00067,Fuzzy/tolerant match within paise band; log the amount delta.,A=5235.80 B=5235.75 delta=0.05 (paise-level)
3,GT-30068,FX_ROUND,pay_3A00075,led_3B00068,Fuzzy/tolerant match within paise band; log the amount delta.,A=2286.21 B=2286.25 delta=-0.04 (paise-level)
3,GT-30069,FEE_NET,pay_3A00076,led_3B00069,Reconstruct gross from A using 2.00% fee and match. Learnable rule: 'CloudStack SaaS settlements are net of 2.00% fee'.,vendor=CloudStack SaaS; fee=2.00%; A_net=8715.13 B_gross=8892.99 fee_amt=177.86
3,GT-30070,FEE_NET,pay_3A00077,led_3B00070,Reconstruct gross from A using 2.00% fee and match. Learnable rule: 'CloudStack SaaS settlements are net of 2.00% fee'.,vendor=CloudStack SaaS; fee=2.00%; A_net=23126.29 B_gross=23598.25 fee_amt=471.96
3,GT-30071,FEE_NET,pay_3A00078,led_3B00071,Reconstruct gross from A using 2.36% fee and match. Learnable rule: 'Nimbus Hosting settlements are net of 2.36% fee'.,vendor=Nimbus Hosting; fee=2.36%; A_net=19295.62 B_gross=19762.00 fee_amt=466.38
3,GT-30072,FEE_NET,pay_3A00079,led_3B00072,Reconstruct gross from A using 2.36% fee and match. Learnable rule: 'Nimbus Hosting settlements are net of 2.36% fee'.,vendor=Nimbus Hosting; fee=2.36%; A_net=14088.48 B_gross=14429.00 fee_amt=340.52
3,GT-30073,TIME_LAG,pay_3A00080,led_3B00073,Do not Stage-1 match; classify TIME_LAG and widen window once.,identical amount 2624.25; settlement lag 9d (outside 2-3d window)
3,GT-30074,TIME_LAG,pay_3A00081,led_3B00074,Do not Stage-1 match; classify TIME_LAG and widen window once.,identical amount 4895.50; settlement lag 10d (outside 2-3d window)
3,GT-30075,TIME_LAG,pay_3A00082,led_3B00075,Do not Stage-1 match; classify TIME_LAG and widen window once.,identical amount 6686.00; settlement lag 9d (outside 2-3d window)
3,GT-30076,PARTIAL,pay_3A00083,led_3B00076,Match against adjusted (net-of-refund) amount; do not treat as full match.,original=2020.50 refund=808.20 A_net=1212.30 (40% refunded)
3,GT-30077,PARTIAL,pay_3A00084,led_3B00077,Match against adjusted (net-of-refund) amount; do not treat as full match.,original=8453.75 refund=1690.75 A_net=6763.00 (20% refunded)
3,GT-30078,PARTIAL,pay_3A00085,led_3B00078,Match against adjusted (net-of-refund) amount; do not treat as full match.,original=16413.75 refund=4103.44 A_net=12310.31 (25% refunded)
3,GT-30079,OOP,pay_3A00086,led_3B00079,"Flag out-of-period: ledger in July, settlement in August cycle.",identical amount 1855.00; posting=2026-07-28 settlement=2026-08-02 (adjacent months)
3,GT-30080,OOP,pay_3A00087,led_3B00080,"Flag out-of-period: ledger in July, settlement in August cycle.",identical amount 1204.00; posting=2026-07-29 settlement=2026-08-03 (adjacent months)
3,GT-30081,UNRESOLVED,pay_3A00088,,Stay UNRESOLVED. No plausible candidate. Do not force-match.,orphan settlement pay_3A00088 775.00 — no source_b row exists
3,GT-30082,UNRESOLVED,,led_3B00081,Stay UNRESOLVED. No plausible candidate. Do not force-match.,orphan ledger led_3B00081 2501.00 — no source_a row exists
10,GT-E0001,CLEAN,pay_EA00001,led_EB00001,Stage 1 exact match on order_ref + amount + date window.,identical amount 47505.00; settlement lag 2d
10,GT-E0002,CLEAN,pay_EA00002,led_EB00002,Stage 1 exact match on order_ref + amount + date window.,identical amount 23295.00; settlement lag 2d
10,GT-E0003,CLEAN,pay_EA00003,led_EB00003,Stage 1 exact match on order_ref + amount + date window.,identical amount 10390.75; settlement lag 0d
10,GT-E0004,CLEAN,pay_EA00004,led_EB00004,Stage 1 exact match on order_ref + amount + date window.,identical amount 7342.00; settlement lag 1d
10,GT-E0005,CLEAN,pay_EA00005,led_EB00005,Stage 1 exact match on order_ref + amount + date window.,identical amount 18506.50; settlement lag 1d
10,GT-E0006,CLEAN,pay_EA00006,led_EB00006,Stage 1 exact match on order_ref + amount + date window.,identical amount 37013.99; settlement lag 2d
10,GT-E0007,CLEAN,pay_EA00007,led_EB00007,Stage 1 exact match on order_ref + amount + date window.,identical amount 42369.50; settlement lag 2d
10,GT-E0008,CLEAN,pay_EA00008,led_EB00008,Stage 1 exact match on order_ref + amount + date window.,identical amount 43361.99; settlement lag 0d
10,GT-E0009,CLEAN,pay_EA00009,led_EB00009,Stage 1 exact match on order_ref + amount + date window.,identical amount 18159.75; settlement lag 1d
10,GT-E0010,CLEAN,pay_EA00010,led_EB00010,Stage 1 exact match on order_ref + amount + date window.,identical amount 650.00; settlement lag 2d
10,GT-E0011,CLEAN,pay_EA00011,led_EB00011,Stage 1 exact match on order_ref + amount + date window.,identical amount 26515.00; settlement lag 0d
10,GT-E0012,CLEAN,pay_EA00012,led_EB00012,Stage 1 exact match on order_ref + amount + date window.,identical amount 35015.00; settlement lag 1d
10,GT-E0013,CLEAN,pay_EA00013,led_EB00013,Stage 1 exact match on order_ref + amount + date window.,identical amount 22590.00; settlement lag 1d
10,GT-E0014,CLEAN,pay_EA00014,led_EB00014,Stage 1 exact match on order_ref + amount + date window.,identical amount 21508.99; settlement lag 2d
10,GT-E0015,CLEAN,pay_EA00015,led_EB00015,Stage 1 exact match on order_ref + amount + date window.,identical amount 3697.00; settlement lag 2d
10,GT-E0016,CLEAN,pay_EA00016,led_EB00016,Stage 1 exact match on order_ref + amount + date window.,identical amount 44419.00; settlement lag 1d
10,GT-E0017,CLEAN,pay_EA00017,led_EB00017,Stage 1 exact match on order_ref + amount + date window.,identical amount 28038.25; settlement lag 1d
10,GT-E0018,CLEAN,pay_EA00018,led_EB00018,Stage 1 exact match on order_ref + amount + date window.,identical amount 18152.00; settlement lag 0d
10,GT-E0019,CLEAN,pay_EA00019,led_EB00019,Stage 1 exact match on order_ref + amount + date window.,identical amount 28424.00; settlement lag 2d
10,GT-E0020,CLEAN,pay_EA00020,led_EB00020,Stage 1 exact match on order_ref + amount + date window.,identical amount 34783.75; settlement lag 0d
10,GT-E0021,CLEAN,pay_EA00021,led_EB00021,Stage 1 exact match on order_ref + amount + date window.,identical amount 26153.50; settlement lag 0d
10,GT-E0022,CLEAN,pay_EA00022,led_EB00022,Stage 1 exact match on order_ref + amount + date window.,identical amount 20003.00; settlement lag 1d
10,GT-E0023,CLEAN,pay_EA00023,led_EB00023,Stage 1 exact match on order_ref + amount + date window.,identical amount 21753.00; settlement lag 1d
10,GT-E0024,CLEAN,pay_EA00024,led_EB00024,Stage 1 exact match on order_ref + amount + date window.,identical amount 28473.00; settlement lag 1d
10,GT-E0025,CLEAN,pay_EA00025,led_EB00025,Stage 1 exact match on order_ref + amount + date window.,identical amount 46365.00; settlement lag 2d
10,GT-E0026,CLEAN,pay_EA00026,led_EB00026,Stage 1 exact match on order_ref + amount + date window.,identical amount 44031.99; settlement lag 0d
10,GT-E0027,CLEAN,pay_EA00027,led_EB00027,Stage 1 exact match on order_ref + amount + date window.,identical amount 3022.25; settlement lag 1d
10,GT-E0028,CLEAN,pay_EA00028,led_EB00028,Stage 1 exact match on order_ref + amount + date window.,identical amount 5352.99; settlement lag 2d
10,GT-E0029,CLEAN,pay_EA00029,led_EB00029,Stage 1 exact match on order_ref + amount + date window.,identical amount 37828.25; settlement lag 1d
10,GT-E0030,CLEAN,pay_EA00030,led_EB00030,Stage 1 exact match on order_ref + amount + date window.,identical amount 26794.00; settlement lag 0d
10,GT-E0031,CLEAN,pay_EA00031,led_EB00031,Stage 1 exact match on order_ref + amount + date window.,identical amount 40759.25; settlement lag 0d
10,GT-E0032,CLEAN,pay_EA00032,led_EB00032,Stage 1 exact match on order_ref + amount + date window.,identical amount 7187.00; settlement lag 2d
10,GT-E0033,CLEAN,pay_EA00033,led_EB00033,Stage 1 exact match on order_ref + amount + date window.,identical amount 34588.00; settlement lag 1d
10,GT-E0034,CLEAN,pay_EA00034,led_EB00034,Stage 1 exact match on order_ref + amount + date window.,identical amount 22500.00; settlement lag 0d
10,GT-E0035,CLEAN,pay_EA00035,led_EB00035,Stage 1 exact match on order_ref + amount + date window.,identical amount 33705.75; settlement lag 2d
10,GT-E0036,CLEAN,pay_EA00036,led_EB00036,Stage 1 exact match on order_ref + amount + date window.,identical amount 12957.99; settlement lag 1d
10,GT-E0037,CLEAN,pay_EA00037,led_EB00037,Stage 1 exact match on order_ref + amount + date window.,identical amount 42549.99; settlement lag 0d
10,GT-E0038,CLEAN,pay_EA00038,led_EB00038,Stage 1 exact match on order_ref + amount + date window.,identical amount 9847.00; settlement lag 0d
10,GT-E0039,CLEAN,pay_EA00039,led_EB00039,Stage 1 exact match on order_ref + amount + date window.,identical amount 10268.99; settlement lag 0d
10,GT-E0040,CLEAN,pay_EA00040,led_EB00040,Stage 1 exact match on order_ref + amount + date window.,identical amount 41403.25; settlement lag 2d
11,GT-V0001,CLEAN,pay_VA00001,led_VB00001,Stage 1 exact match on order_ref + amount + date window.,identical amount 43278.50; settlement lag 0d
11,GT-V0002,CLEAN,pay_VA00002,led_VB00002,Stage 1 exact match on order_ref + amount + date window.,identical amount 5591.50; settlement lag 0d
11,GT-V0003,CLEAN,pay_VA00003,led_VB00003,Stage 1 exact match on order_ref + amount + date window.,identical amount 23175.00; settlement lag 1d
11,GT-V0004,CLEAN,pay_VA00004,led_VB00004,Stage 1 exact match on order_ref + amount + date window.,identical amount 39246.75; settlement lag 1d
11,GT-V0005,CLEAN,pay_VA00005,led_VB00005,Stage 1 exact match on order_ref + amount + date window.,identical amount 24936.75; settlement lag 1d
11,GT-V0006,CLEAN,pay_VA00006,led_VB00006,Stage 1 exact match on order_ref + amount + date window.,identical amount 8625.75; settlement lag 2d
11,GT-V0007,CLEAN,pay_VA00007,led_VB00007,Stage 1 exact match on order_ref + amount + date window.,identical amount 42587.75; settlement lag 2d
11,GT-V0008,CLEAN,pay_VA00008,led_VB00008,Stage 1 exact match on order_ref + amount + date window.,identical amount 1444.00; settlement lag 0d
11,GT-V0009,CLEAN,pay_VA00009,led_VB00009,Stage 1 exact match on order_ref + amount + date window.,identical amount 22645.99; settlement lag 0d
11,GT-V0010,CLEAN,pay_VA00010,led_VB00010,Stage 1 exact match on order_ref + amount + date window.,identical amount 9265.00; settlement lag 1d
11,GT-V0011,CLEAN,pay_VA00011,led_VB00011,Stage 1 exact match on order_ref + amount + date window.,identical amount 6878.50; settlement lag 2d
11,GT-V0012,CLEAN,pay_VA00012,led_VB00012,Stage 1 exact match on order_ref + amount + date window.,identical amount 34756.00; settlement lag 1d
11,GT-V0013,CLEAN,pay_VA00013,led_VB00013,Stage 1 exact match on order_ref + amount + date window.,identical amount 40753.00; settlement lag 1d
11,GT-V0014,CLEAN,pay_VA00014,led_VB00014,Stage 1 exact match on order_ref + amount + date window.,identical amount 10883.00; settlement lag 2d
11,GT-V0015,CLEAN,pay_VA00015,led_VB00015,Stage 1 exact match on order_ref + amount + date window.,identical amount 11098.75; settlement lag 0d
11,GT-V0016,CLEAN,pay_VA00016,led_VB00016,Stage 1 exact match on order_ref + amount + date window.,identical amount 24124.75; settlement lag 0d
11,GT-V0017,CLEAN,pay_VA00017,led_VB00017,Stage 1 exact match on order_ref + amount + date window.,identical amount 40265.00; settlement lag 1d
11,GT-V0018,CLEAN,pay_VA00018,led_VB00018,Stage 1 exact match on order_ref + amount + date window.,identical amount 35246.00; settlement lag 1d
11,GT-V0019,CLEAN,pay_VA00019,led_VB00019,Stage 1 exact match on order_ref + amount + date window.,identical amount 12965.00; settlement lag 2d
11,GT-V0020,CLEAN,pay_VA00020,led_VB00020,Stage 1 exact match on order_ref + amount + date window.,identical amount 30506.99; settlement lag 1d
11,GT-V0021,DUP,"pay_VA00021,pay_VA00022",led_VB00021,"One A row can match B; the second A row is a duplicate settlement and must be flagged DUP, not force-matched.",two identical settlements of 9441.25 for order_V00021; ledger has a single row
11,GT-V0022,DUP,"pay_VA00023,pay_VA00024",led_VB00022,"One A row can match B; the second A row is a duplicate settlement and must be flagged DUP, not force-matched.",two identical settlements of 4071.99 for order_V00022; ledger has a single row
11,GT-V0023,DUP,"pay_VA00025,pay_VA00026",led_VB00023,"One A row can match B; the second A row is a duplicate settlement and must be flagged DUP, not force-matched.",two identical settlements of 4896.00 for order_V00023; ledger has a single row
11,GT-V0024,DUP,"pay_VA00027,pay_VA00028",led_VB00024,"One A row can match B; the second A row is a duplicate settlement and must be flagged DUP, not force-matched.",two identical settlements of 6881.50 for order_V00024; ledger has a single row
11,GT-V0025,DUP,"pay_VA00029,pay_VA00030",led_VB00025,"One A row can match B; the second A row is a duplicate settlement and must be flagged DUP, not force-matched.",two identical settlements of 9252.99 for order_V00025; ledger has a single row
11,GT-V0026,DUP,"pay_VA00031,pay_VA00032",led_VB00026,"One A row can match B; the second A row is a duplicate settlement and must be flagged DUP, not force-matched.",two identical settlements of 2174.99 for order_V00026; ledger has a single row
11,GT-V0027,SPLIT,"pay_VA00033,pay_VA00034",led_VB00027,Sum-match the two A rows to the single B row; do not 1:1 match.,6689.40 + 10034.10 = 16723.50 on order_V00027
11,GT-V0028,SPLIT,"pay_VA00035,pay_VA00036",led_VB00028,Sum-match the two A rows to the single B row; do not 1:1 match.,8167.50 + 8167.50 = 16335.00 on order_V00028
11,GT-V0029,SPLIT,"pay_VA00037,pay_VA00038",led_VB00029,Sum-match the two A rows to the single B row; do not 1:1 match.,10908.30 + 5873.70 = 16782.00 on order_V00029
11,GT-V0030,SPLIT,"pay_VA00039,pay_VA00040",led_VB00030,Sum-match the two A rows to the single B row; do not 1:1 match.,1498.10 + 2247.15 = 3745.25 on order_V00030
11,GT-V0031,FX_ROUND,pay_VA00041,led_VB00031,Fuzzy/tolerant match within paise band; log the amount delta.,A=4262.26 B=4262.25 delta=0.01 (paise-level)
11,GT-V0032,FX_ROUND,pay_VA00042,led_VB00032,Fuzzy/tolerant match within paise band; log the amount delta.,A=860.99 B=861.00 delta=-0.01 (paise-level)
11,GT-V0033,FX_ROUND,pay_VA00043,led_VB00033,Fuzzy/tolerant match within paise band; log the amount delta.,A=2792.02 B=2792.00 delta=0.02 (paise-level)
11,GT-V0034,FX_ROUND,pay_VA00044,led_VB00034,Fuzzy/tolerant match within paise band; log the amount delta.,A=13994.22 B=13994.25 delta=-0.03 (paise-level)
11,GT-V0035,FX_ROUND,pay_VA00045,led_VB00035,Fuzzy/tolerant match within paise band; log the amount delta.,A=11959.30 B=11959.25 delta=0.05 (paise-level)
11,GT-V0036,FX_ROUND,pay_VA00046,led_VB00036,Fuzzy/tolerant match within paise band; log the amount delta.,A=1697.96 B=1698.00 delta=-0.04 (paise-level)
11,GT-V0037,FX_ROUND,pay_VA00047,led_VB00037,Fuzzy/tolerant match within paise band; log the amount delta.,A=2849.51 B=2849.50 delta=0.01 (paise-level)
11,GT-V0038,FX_ROUND,pay_VA00048,led_VB00038,Fuzzy/tolerant match within paise band; log the amount delta.,A=13115.99 B=13116.00 delta=-0.01 (paise-level)
11,GT-V0039,FEE_NET,pay_VA00049,led_VB00039,Reconstruct gross from A using 2.00% fee and match. Learnable rule: 'CloudStack SaaS settlements are net of 2.00% fee'.,vendor=CloudStack SaaS; fee=2.00%; A_net=5382.16 B_gross=5492.00 fee_amt=109.84
11,GT-V0040,FEE_NET,pay_VA00050,led_VB00040,Reconstruct gross from A using 2.00% fee and match. Learnable rule: 'CloudStack SaaS settlements are net of 2.00% fee'.,vendor=CloudStack SaaS; fee=2.00%; A_net=14951.61 B_gross=15256.75 fee_amt=305.14
11,GT-V0041,FEE_NET,pay_VA00051,led_VB00041,Reconstruct gross from A using 2.36% fee and match. Learnable rule: 'Nimbus Hosting settlements are net of 2.36% fee'.,vendor=Nimbus Hosting; fee=2.36%; A_net=21391.22 B_gross=21908.25 fee_amt=517.03
11,GT-V0042,FEE_NET,pay_VA00052,led_VB00042,Reconstruct gross from A using 2.36% fee and match. Learnable rule: 'Nimbus Hosting settlements are net of 2.36% fee'.,vendor=Nimbus Hosting; fee=2.36%; A_net=5011.85 B_gross=5132.99 fee_amt=121.14
11,GT-V0043,FEE_NET,pay_VA00053,led_VB00043,Reconstruct gross from A using 2.00% fee and match. Learnable rule: 'CloudStack SaaS settlements are net of 2.00% fee'.,vendor=CloudStack SaaS; fee=2.00%; A_net=20632.43 B_gross=21053.50 fee_amt=421.07
11,GT-V0044,TIME_LAG,pay_VA00054,led_VB00044,Do not Stage-1 match; classify TIME_LAG and widen window once.,identical amount 4563.75; settlement lag 9d (outside 2-3d window)
11,GT-V0045,TIME_LAG,pay_VA00055,led_VB00045,Do not Stage-1 match; classify TIME_LAG and widen window once.,identical amount 7632.00; settlement lag 10d (outside 2-3d window)
11,GT-V0046,TIME_LAG,pay_VA00056,led_VB00046,Do not Stage-1 match; classify TIME_LAG and widen window once.,identical amount 7425.00; settlement lag 9d (outside 2-3d window)
11,GT-V0047,TIME_LAG,pay_VA00057,led_VB00047,Do not Stage-1 match; classify TIME_LAG and widen window once.,identical amount 6508.00; settlement lag 10d (outside 2-3d window)
11,GT-V0048,PARTIAL,pay_VA00058,led_VB00048,Match against adjusted (net-of-refund) amount; do not treat as full match.,original=17824.99 refund=7130.00 A_net=10694.99 (40% refunded)
11,GT-V0049,PARTIAL,pay_VA00059,led_VB00049,Match against adjusted (net-of-refund) amount; do not treat as full match.,original=13994.99 refund=3498.75 A_net=10496.24 (25% refunded)
11,GT-V0050,PARTIAL,pay_VA00060,led_VB00050,Match against adjusted (net-of-refund) amount; do not treat as full match.,original=13877.00 refund=3469.25 A_net=10407.75 (25% refunded)
11,GT-V0051,PARTIAL,pay_VA00061,led_VB00051,Match against adjusted (net-of-refund) amount; do not treat as full match.,original=12901.99 refund=2580.40 A_net=10321.59 (20% refunded)
11,GT-V0052,OOP,pay_VA00062,led_VB00052,"Flag out-of-period: ledger in July, settlement in August cycle.",identical amount 6904.75; posting=2026-07-28 settlement=2026-08-02 (adjacent months)
11,GT-V0053,OOP,pay_VA00063,led_VB00053,"Flag out-of-period: ledger in July, settlement in August cycle.",identical amount 1749.99; posting=2026-07-29 settlement=2026-08-03 (adjacent months)
11,GT-V0054,OOP,pay_VA00064,led_VB00054,"Flag out-of-period: ledger in July, settlement in August cycle.",identical amount 6922.99; posting=2026-07-30 settlement=2026-08-04 (adjacent months)
11,GT-V0055,UNRESOLVED,pay_VA00065,,Stay UNRESOLVED. No plausible candidate. Do not force-match.,orphan settlement pay_VA00065 846.00 — no source_b row exists
11,GT-V0056,UNRESOLVED,,led_VB00055,Stay UNRESOLVED. No plausible candidate. Do not force-match.,orphan ledger led_VB00055 1686.99 — no source_a row exists
12,GT-S0001,CLEAN,pay_SA00001,led_SB00001,Stage 1 exact match on order_ref + amount + date window.,identical amount 37059.00; settlement lag 1d
12,GT-S0002,CLEAN,pay_SA00002,led_SB00002,Stage 1 exact match on order_ref + amount + date window.,identical amount 29496.00; settlement lag 1d
12,GT-S0003,CLEAN,pay_SA00003,led_SB00003,Stage 1 exact match on order_ref + amount + date window.,identical amount 32441.00; settlement lag 0d
12,GT-S0004,CLEAN,pay_SA00004,led_SB00004,Stage 1 exact match on order_ref + amount + date window.,identical amount 5103.25; settlement lag 1d
12,GT-S0005,CLEAN,pay_SA00005,led_SB00005,Stage 1 exact match on order_ref + amount + date window.,identical amount 44940.99; settlement lag 1d
12,GT-S0006,CLEAN,pay_SA00006,led_SB00006,Stage 1 exact match on order_ref + amount + date window.,identical amount 4505.50; settlement lag 1d
12,GT-S0007,CLEAN,pay_SA00007,led_SB00007,Stage 1 exact match on order_ref + amount + date window.,identical amount 19907.99; settlement lag 0d
12,GT-S0008,CLEAN,pay_SA00008,led_SB00008,Stage 1 exact match on order_ref + amount + date window.,identical amount 23940.50; settlement lag 0d
12,GT-S0009,CLEAN,pay_SA00009,led_SB00009,Stage 1 exact match on order_ref + amount + date window.,identical amount 9351.00; settlement lag 0d
12,GT-S0010,CLEAN,pay_SA00010,led_SB00010,Stage 1 exact match on order_ref + amount + date window.,identical amount 36558.50; settlement lag 1d
12,GT-S0011,CLEAN,pay_SA00011,led_SB00011,Stage 1 exact match on order_ref + amount + date window.,identical amount 36402.00; settlement lag 0d
12,GT-S0012,CLEAN,pay_SA00012,led_SB00012,Stage 1 exact match on order_ref + amount + date window.,identical amount 20519.25; settlement lag 2d
12,GT-S0013,CLEAN,pay_SA00013,led_SB00013,Stage 1 exact match on order_ref + amount + date window.,identical amount 27082.99; settlement lag 0d
